City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
campeche,80.6,83.0,75.0,17.22,19.84,-90.54,Sat Nov  2 17:17:51 2019
ghansor,70.36,82.0,84.0,2.01,22.66,79.95,Sat Nov  2 17:17:51 2019
isiolo,70.57,63.0,41.0,9.69,0.35,37.58,Sat Nov  2 17:17:51 2019
coos bay,59.25,58.0,1.0,12.75,43.37,-124.22,Sat Nov  2 17:17:09 2019
ibra,74.28,76.0,65.0,1.97,22.69,58.55,Sat Nov  2 17:17:52 2019
achi,41.83,87.0,31.0,16.11,41.84,42.01,Sat Nov  2 17:17:52 2019
manacapuru,73.4,100.0,20.0,2.15,-3.3,-60.62,Sat Nov  2 17:17:52 2019
gallup,56.35,10.0,1.0,9.17,35.53,-108.74,Sat Nov  2 17:17:52 2019
puerto madryn,63.18,24.0,0.0,12.37,-42.77,-65.04,Sat Nov  2 17:17:52 2019
vezirkopru,28.4,92.0,33.0,6.29,41.14,35.45,Sat Nov  2 17:17:52 2019
gurskoye,28.4,92.0,33.0,6.29,41.14,35.45,Sat Nov  2 17:17:52 2019
kayes,84.52,40.0,100.0,1.59,14.44,-11.44,Sat Nov  2 17:17:53 2019
koungou,84.52,40.0,100.0,1.59,14.44,-11.44,Sat Nov  2 17:17:53 2019
paradwip,84.52,40.0,100.0,1.59,14.44,-11.44,Sat Nov  2 17:17:53 2019
gympie,73.0,76.0,43.0,3.0,-26.2,152.66,Sat Nov  2 17:17:54 2019
kuragino,31.64,95.0,100.0,6.24,53.89,92.68,Sat Nov  2 17:17:54 2019
viedma,55.26,30.0,0.0,6.15,-40.81,-62.99,Sat Nov  2 17:17:54 2019
menongue,63.86,67.0,26.0,3.24,-14.66,17.68,Sat Nov  2 17:17:54 2019
nisia floresta,78.1,83.0,20.0,6.93,-6.09,-35.21,Sat Nov  2 17:17:54 2019
tondano,86.0,66.0,20.0,2.24,1.3,124.91,Sat Nov  2 17:17:55 2019
aberystwyth,46.29,100.0,100.0,4.0,52.41,-4.08,Sat Nov  2 17:17:55 2019
merauke,84.36,60.0,95.0,7.92,-8.49,140.4,Sat Nov  2 17:17:55 2019
iracoubo,82.76,78.0,64.0,16.75,5.48,-53.21,Sat Nov  2 17:17:55 2019
barranca,62.62,91.0,76.0,15.46,-10.75,-77.76,Sat Nov  2 17:17:55 2019
mantua,50.68,100.0,75.0,1.12,45.16,10.79,Sat Nov  2 17:17:56 2019
boissevain,32.56,86.0,75.0,5.5,49.23,-100.06,Sat Nov  2 17:17:56 2019
bialystok,43.57,94.0,97.0,11.86,53.13,23.15,Sat Nov  2 17:15:57 2019
bac lieu,43.57,94.0,97.0,11.86,53.13,23.15,Sat Nov  2 17:15:57 2019
soto la marina,65.84,70.0,100.0,8.61,23.77,-98.21,Sat Nov  2 17:17:56 2019
sao jose da coroa grande,79.36,76.0,42.0,14.0,-8.9,-35.15,Sat Nov  2 17:17:57 2019
urumqi,79.36,76.0,42.0,14.0,-8.9,-35.15,Sat Nov  2 17:17:57 2019
halalo,79.36,76.0,42.0,14.0,-8.9,-35.15,Sat Nov  2 17:17:57 2019
jieshou,60.37,48.0,0.0,1.66,33.26,115.35,Sat Nov  2 17:17:57 2019
zarechnyy,22.66,91.0,87.0,10.04,60.99,40.4,Sat Nov  2 17:17:57 2019
arman,37.17,89.0,100.0,33.93,59.7,150.17,Sat Nov  2 17:17:58 2019
mocuba,70.43,89.0,37.0,1.5,-16.84,36.99,Sat Nov  2 17:17:58 2019
puerto lempira,82.31,74.0,21.0,14.03,15.27,-83.77,Sat Nov  2 17:17:58 2019
jomalig,82.31,74.0,21.0,14.03,15.27,-83.77,Sat Nov  2 17:17:58 2019
remedios,73.38,95.0,100.0,2.35,7.03,-74.7,Sat Nov  2 17:17:58 2019
soe,39.09,86.0,100.0,11.41,57.91,26.05,Sat Nov  2 17:17:59 2019
sussex,31.37,92.0,5.0,2.24,45.72,-65.51,Sat Nov  2 17:17:59 2019
krasnoselkup,31.37,92.0,5.0,2.24,45.72,-65.51,Sat Nov  2 17:17:59 2019
ariquemes,72.25,95.0,100.0,0.81,-9.91,-63.03,Sat Nov  2 17:17:59 2019
sangmelima,66.61,98.0,100.0,1.52,2.93,11.98,Sat Nov  2 17:17:59 2019
bingol,33.12,52.0,0.0,4.9,38.88,40.49,Sat Nov  2 17:18:00 2019
miraflores,55.4,74.0,0.0,3.36,-16.39,-71.52,Sat Nov  2 17:18:00 2019
pangody,2.5,95.0,90.0,9.8,65.85,74.49,Sat Nov  2 17:18:00 2019
north platte,49.82,19.0,75.0,11.41,41.12,-100.77,Sat Nov  2 17:18:00 2019
wanning,43.02,100.0,80.0,3.36,48.64,13.53,Sat Nov  2 17:18:01 2019
hastings,65.7,55.0,0.0,9.4,-39.64,176.84,Sat Nov  2 17:18:01 2019
forecariah,78.8,94.0,40.0,2.26,9.43,-13.09,Sat Nov  2 17:18:01 2019
omsukchan,18.45,92.0,100.0,3.2,62.53,155.8,Sat Nov  2 17:18:01 2019
solnechnyy,28.85,67.0,100.0,3.11,50.72,136.64,Sat Nov  2 17:18:01 2019
chegdomyn,19.71,76.0,0.0,2.15,51.13,133.04,Sat Nov  2 17:18:02 2019
russell,46.89,34.0,1.0,10.29,38.9,-98.86,Sat Nov  2 17:15:07 2019
palma,73.4,83.0,90.0,2.24,-29.73,-53.58,Sat Nov  2 17:18:02 2019
wagar,50.36,71.0,23.0,4.7,31.44,-87.99,Sat Nov  2 17:18:02 2019
khandyga,-6.42,96.0,91.0,1.32,62.65,135.58,Sat Nov  2 17:18:02 2019
marovoay,78.8,61.0,20.0,12.75,-16.11,46.64,Sat Nov  2 17:18:03 2019
tagum,84.2,79.0,75.0,3.36,7.45,125.81,Sat Nov  2 17:17:02 2019
sorong,82.72,73.0,90.0,4.99,-0.86,131.25,Sat Nov  2 17:18:03 2019
kashi,82.72,73.0,90.0,4.99,-0.86,131.25,Sat Nov  2 17:18:03 2019
chibombo,67.01,66.0,0.0,5.91,-14.68,28.09,Sat Nov  2 17:18:03 2019
cowra,66.0,70.0,100.0,1.99,-33.84,148.69,Sat Nov  2 17:18:04 2019
teya,79.29,83.0,75.0,4.7,21.05,-89.07,Sat Nov  2 17:18:04 2019
acapulco,84.2,79.0,75.0,6.93,16.86,-99.88,Sat Nov  2 17:18:04 2019
petrokamenskoye,21.43,87.0,96.0,8.37,57.72,60.65,Sat Nov  2 17:18:04 2019
texarkana,49.68,61.0,33.0,3.02,33.44,-94.04,Sat Nov  2 17:15:17 2019
bo phloi,71.85,92.0,6.0,3.69,14.32,99.52,Sat Nov  2 17:18:05 2019
toliary,71.85,92.0,6.0,3.69,14.32,99.52,Sat Nov  2 17:18:05 2019
manzil salim,53.6,81.0,20.0,4.7,35.86,8.48,Sat Nov  2 17:18:05 2019
itacare,80.6,69.0,40.0,9.17,-14.28,-39.0,Sat Nov  2 17:18:05 2019
kargasok,17.91,87.0,99.0,10.89,59.06,80.87,Sat Nov  2 17:18:06 2019
sanghar,71.29,45.0,0.0,6.29,29.48,73.93,Sat Nov  2 17:18:06 2019
gilroy,71.67,8.0,0.0,10.29,37.01,-121.56,Sat Nov  2 17:18:06 2019
chokwe,71.67,8.0,0.0,10.29,37.01,-121.56,Sat Nov  2 17:18:06 2019
suntar,35.47,82.0,97.0,8.79,62.16,117.65,Sat Nov  2 17:18:06 2019
behshahr,59.0,100.0,75.0,9.17,36.69,53.54,Sat Nov  2 17:18:07 2019
pangoa,76.06,78.0,60.0,2.66,-12.12,-73.0,Sat Nov  2 17:18:07 2019
saryshagan,76.06,78.0,60.0,2.66,-12.12,-73.0,Sat Nov  2 17:18:07 2019
kiama,74.08,53.0,75.0,14.18,-34.67,150.86,Sat Nov  2 17:18:07 2019
chugunash,74.08,53.0,75.0,14.18,-34.67,150.86,Sat Nov  2 17:18:07 2019
ahuimanu,83.82,58.0,40.0,12.75,21.44,-157.84,Sat Nov  2 17:18:08 2019
hihifo,83.82,58.0,40.0,12.75,21.44,-157.84,Sat Nov  2 17:18:08 2019
chara,51.8,93.0,20.0,6.93,39.42,22.43,Sat Nov  2 17:18:08 2019
umirim,80.01,76.0,40.0,18.01,-3.68,-39.35,Sat Nov  2 17:18:08 2019
grafton,80.13,44.0,40.0,10.29,-29.69,152.93,Sat Nov  2 17:18:09 2019
novopokrovka,32.0,60.0,97.0,11.18,49.84,36.56,Sat Nov  2 17:18:09 2019
lianyuan,57.34,78.0,38.0,2.33,27.69,111.67,Sat Nov  2 17:18:09 2019
lokken verk,57.34,78.0,38.0,2.33,27.69,111.67,Sat Nov  2 17:18:09 2019
panzhihua,53.37,95.0,10.0,0.74,26.59,101.72,Sat Nov  2 17:18:09 2019
pervomayskoye,24.13,66.0,67.0,12.28,57.07,86.23,Sat Nov  2 17:18:10 2019
matamoros,67.03,52.0,90.0,11.41,25.87,-97.51,Sat Nov  2 17:13:41 2019
ballina,50.76,95.0,100.0,1.99,54.11,-9.15,Sat Nov  2 17:18:10 2019
cagayan de tawi-tawi,50.76,95.0,100.0,1.99,54.11,-9.15,Sat Nov  2 17:18:10 2019
bodden town,81.99,79.0,75.0,11.41,19.28,-81.25,Sat Nov  2 17:18:10 2019
bolobo,69.33,95.0,80.0,1.86,-2.17,16.23,Sat Nov  2 17:18:11 2019
matucana,55.76,73.0,80.0,2.59,-11.84,-76.39,Sat Nov  2 17:18:11 2019
ngukurr,55.76,73.0,80.0,2.59,-11.84,-76.39,Sat Nov  2 17:18:11 2019
sao pedro,59.95,88.0,75.0,9.17,41.13,-7.96,Sat Nov  2 17:18:11 2019
mergui,59.95,88.0,75.0,9.17,41.13,-7.96,Sat Nov  2 17:18:11 2019
louisbourg,59.95,88.0,75.0,9.17,41.13,-7.96,Sat Nov  2 17:18:11 2019
mama,78.91,83.0,75.0,4.7,20.48,-89.36,Sat Nov  2 17:18:12 2019
wakkanai,42.8,56.0,75.0,17.22,45.41,141.67,Sat Nov  2 17:18:12 2019
beyneu,35.64,96.0,100.0,17.98,45.32,55.19,Sat Nov  2 17:18:13 2019
quetzaltepec,35.64,96.0,100.0,17.98,45.32,55.19,Sat Nov  2 17:18:13 2019
liberal,50.54,39.0,1.0,10.29,37.04,-100.92,Sat Nov  2 17:18:13 2019
roswell,51.71,34.0,1.0,11.41,33.39,-104.52,Sat Nov  2 17:18:13 2019
san jose,64.51,93.0,30.0,6.76,14.25,-87.96,Sat Nov  2 17:18:13 2019
paita,65.08,84.0,97.0,11.77,-5.09,-81.11,Sat Nov  2 17:18:14 2019
ilabaya,56.07,75.0,0.0,1.36,-17.42,-70.51,Sat Nov  2 17:18:14 2019
aitape,81.19,79.0,100.0,0.04,-3.15,142.36,Sat Nov  2 17:18:14 2019
bac giang,71.6,94.0,75.0,3.36,21.27,106.2,Sat Nov  2 17:14:26 2019
joaima,69.03,90.0,55.0,3.44,-16.65,-41.03,Sat Nov  2 17:18:15 2019
prince rupert,50.0,100.0,90.0,3.36,54.32,-130.32,Sat Nov  2 17:13:20 2019
bahia blanca,53.96,60.0,0.0,10.31,-38.72,-62.27,Sat Nov  2 17:13:18 2019
la palma,70.18,97.0,18.0,1.79,5.36,-74.39,Sat Nov  2 17:18:15 2019
huron,43.84,48.0,90.0,5.82,44.36,-98.21,Sat Nov  2 17:18:15 2019
begowal,70.97,46.0,93.0,3.71,30.81,76.06,Sat Nov  2 17:18:16 2019
mbandaka,71.13,96.0,100.0,0.45,0.05,18.26,Sat Nov  2 17:18:17 2019
san-pedro,79.92,82.0,1.0,13.42,4.75,-6.64,Sat Nov  2 17:18:17 2019
atbasar,26.87,70.0,83.0,5.37,51.81,68.36,Sat Nov  2 17:18:17 2019
kargapolye,26.87,70.0,83.0,5.37,51.81,68.36,Sat Nov  2 17:18:17 2019
gold coast,77.52,64.0,90.0,13.87,-28.0,153.41,Sat Nov  2 17:18:18 2019
hare bay,35.28,80.0,40.0,4.7,48.86,-53.99,Sat Nov  2 17:18:18 2019
high level,32.0,90.0,75.0,4.7,58.52,-117.13,Sat Nov  2 17:18:18 2019
kijang,57.2,82.0,100.0,2.24,35.24,129.21,Sat Nov  2 17:18:18 2019
kastrakion,51.89,93.0,66.0,3.71,39.72,21.62,Sat Nov  2 17:18:19 2019
manica,66.2,93.0,1.0,1.52,-18.94,32.88,Sat Nov  2 17:18:19 2019
kropotkin,30.7,76.0,0.0,8.16,45.43,40.58,Sat Nov  2 17:18:19 2019
haapiti,86.0,70.0,75.0,17.22,-17.57,-149.87,Sat Nov  2 17:18:19 2019
phayao,67.23,95.0,0.0,1.63,19.17,99.9,Sat Nov  2 17:18:20 2019
barmer,78.64,69.0,4.0,8.39,25.74,71.4,Sat Nov  2 17:18:20 2019
play cu,78.64,69.0,4.0,8.39,25.74,71.4,Sat Nov  2 17:18:20 2019
caconda,66.22,65.0,85.0,1.23,-13.73,15.06,Sat Nov  2 17:18:20 2019
paso de carrasco,67.62,82.0,17.0,4.7,-34.86,-56.05,Sat Nov  2 17:18:20 2019
hope,51.37,47.0,1.0,2.8,33.67,-93.59,Sat Nov  2 17:15:07 2019
crestview,56.59,50.0,1.0,4.7,30.76,-86.57,Sat Nov  2 17:18:21 2019
olbia,64.4,88.0,66.0,9.17,40.92,9.49,Sat Nov  2 17:18:21 2019
monroe,37.51,80.0,90.0,4.7,41.91,-83.4,Sat Nov  2 17:18:21 2019
bow island,41.99,70.0,75.0,5.82,49.87,-111.38,Sat Nov  2 17:18:21 2019
domoni,41.99,70.0,75.0,5.82,49.87,-111.38,Sat Nov  2 17:18:21 2019
hvammstangi,41.99,70.0,75.0,5.82,49.87,-111.38,Sat Nov  2 17:18:21 2019
akhmeta,42.8,70.0,4.0,23.04,42.03,45.21,Sat Nov  2 17:18:22 2019
hinton,33.55,93.0,100.0,2.62,53.4,-117.57,Sat Nov  2 17:16:23 2019
doctor pedro p. pena,33.55,93.0,100.0,2.62,53.4,-117.57,Sat Nov  2 17:16:23 2019
sakakah,33.55,93.0,100.0,2.62,53.4,-117.57,Sat Nov  2 17:16:23 2019
nangwa,59.23,89.0,1.0,6.6,-4.5,35.44,Sat Nov  2 17:18:23 2019
boulder city,70.54,7.0,1.0,5.82,35.98,-114.83,Sat Nov  2 17:18:23 2019
vysokogornyy,20.3,91.0,100.0,17.2,50.1,139.13,Sat Nov  2 17:18:23 2019
chilmari,70.54,83.0,36.0,5.14,25.59,89.66,Sat Nov  2 17:18:23 2019
eyl,82.71,77.0,49.0,6.35,7.98,49.82,Sat Nov  2 17:18:24 2019
cherdyn,23.52,97.0,94.0,3.91,60.4,56.48,Sat Nov  2 17:18:24 2019
owo,73.63,96.0,100.0,2.15,7.2,5.59,Sat Nov  2 17:18:24 2019
khanino,28.99,92.0,79.0,9.31,55.23,40.07,Sat Nov  2 17:18:24 2019
marmaris,59.18,93.0,40.0,6.93,36.85,28.27,Sat Nov  2 17:18:24 2019
nara,59.94,72.0,75.0,4.7,34.68,135.8,Sat Nov  2 17:18:25 2019
alpena,35.49,87.0,90.0,3.36,45.06,-83.43,Sat Nov  2 17:18:25 2019
adolfo lopez mateos,83.98,45.0,84.0,8.99,26.8,-109.39,Sat Nov  2 17:18:25 2019
almetyevsk,24.64,95.0,84.0,9.1,54.9,52.3,Sat Nov  2 17:18:25 2019
abu dhabi,77.86,65.0,0.0,9.31,24.47,54.37,Sat Nov  2 17:15:02 2019
itoman,77.2,78.0,75.0,10.29,26.12,127.67,Sat Nov  2 17:18:26 2019
tarudant,77.2,78.0,75.0,10.29,26.12,127.67,Sat Nov  2 17:18:26 2019
ust-omchug,20.68,94.0,100.0,7.2,61.13,149.63,Sat Nov  2 17:18:26 2019
hutchinson,46.62,36.0,1.0,8.05,38.06,-97.93,Sat Nov  2 17:18:26 2019
mokobeng,70.12,56.0,45.0,0.74,-23.0,27.67,Sat Nov  2 17:18:26 2019
skibbereen,48.2,87.0,75.0,19.46,51.55,-9.27,Sat Nov  2 17:18:27 2019
hun,50.34,81.0,75.0,12.75,50.34,4.87,Sat Nov  2 17:18:27 2019
risod,69.62,88.0,1.0,4.68,19.98,76.79,Sat Nov  2 17:18:27 2019
kyzyl-suu,43.59,66.0,33.0,6.78,42.34,78.0,Sat Nov  2 17:18:27 2019
phangnga,75.2,88.0,75.0,1.12,8.45,98.53,Sat Nov  2 17:18:27 2019
alekseyevsk,30.7,96.0,100.0,3.83,57.84,108.35,Sat Nov  2 17:18:28 2019
colonial heights,43.97,87.0,1.0,3.36,37.26,-77.41,Sat Nov  2 17:18:28 2019
jiujiang,67.75,41.0,85.0,4.59,29.73,115.99,Sat Nov  2 17:18:28 2019
itaituba,80.6,62.0,100.0,1.21,-4.26,-55.99,Sat Nov  2 17:18:28 2019
kemijarvi,80.6,62.0,100.0,1.21,-4.26,-55.99,Sat Nov  2 17:18:28 2019
dawlatabad,58.64,59.0,11.0,4.14,36.41,64.91,Sat Nov  2 17:18:29 2019
camrose,41.99,81.0,75.0,6.93,53.01,-112.84,Sat Nov  2 17:18:29 2019
abeche,76.68,16.0,24.0,12.24,13.83,20.83,Sat Nov  2 17:18:29 2019
viransehir,57.09,42.0,87.0,6.24,37.24,39.76,Sat Nov  2 17:18:29 2019
mombetsu,42.8,66.0,20.0,13.87,44.35,143.35,Sat Nov  2 17:18:29 2019
kuytun,30.83,95.0,100.0,12.93,54.34,101.51,Sat Nov  2 17:18:30 2019
baruun-urt,27.66,36.0,0.0,5.08,46.68,113.28,Sat Nov  2 17:18:30 2019
ranong,75.2,100.0,20.0,7.74,9.96,98.62,Sat Nov  2 17:18:30 2019
kytlym,75.2,100.0,20.0,7.74,9.96,98.62,Sat Nov  2 17:18:30 2019
yatou,77.0,94.0,75.0,3.36,3.63,9.81,Sat Nov  2 17:18:30 2019
taywarah,34.97,73.0,2.0,1.16,33.35,64.42,Sat Nov  2 17:18:31 2019
shibarghan,34.97,73.0,2.0,1.16,33.35,64.42,Sat Nov  2 17:18:31 2019
nizwa,69.06,70.0,2.0,1.77,22.93,57.53,Sat Nov  2 17:15:17 2019
tual,81.5,81.0,100.0,9.31,-5.67,132.75,Sat Nov  2 17:18:31 2019
baykit,11.95,90.0,92.0,5.99,61.68,96.39,Sat Nov  2 17:18:31 2019
lumut,77.77,88.0,75.0,5.82,4.66,114.45,Sat Nov  2 17:18:32 2019
inverell,77.0,46.0,24.0,4.0,-29.78,151.11,Sat Nov  2 17:18:32 2019
obo,69.73,92.0,29.0,2.48,5.39,26.49,Sat Nov  2 17:18:32 2019
capitao poco,76.06,85.0,79.0,8.21,-1.75,-47.06,Sat Nov  2 17:18:32 2019
yambio,76.06,85.0,79.0,8.21,-1.75,-47.06,Sat Nov  2 17:18:32 2019
naivasha,55.99,87.0,59.0,8.01,-0.72,36.43,Sat Nov  2 17:18:33 2019
son la,63.66,95.0,66.0,0.45,21.32,103.9,Sat Nov  2 17:18:33 2019
jibuti,63.66,95.0,66.0,0.45,21.32,103.9,Sat Nov  2 17:18:33 2019
carauari,76.51,83.0,100.0,2.19,-4.88,-66.9,Sat Nov  2 17:18:33 2019
cockburn harbour,76.51,83.0,100.0,2.19,-4.88,-66.9,Sat Nov  2 17:18:33 2019
ho chi minh city,78.8,94.0,75.0,1.12,10.78,106.7,Sat Nov  2 17:18:34 2019
mendoza,69.8,35.0,6.0,6.55,-32.89,-68.84,Sat Nov  2 17:18:34 2019
acuna,69.8,35.0,6.0,6.55,-32.89,-68.84,Sat Nov  2 17:18:34 2019
mildura,67.42,60.0,68.0,2.24,-34.18,142.16,Sat Nov  2 17:18:34 2019
puerto quijarro,91.4,59.0,20.0,9.17,-19.0,-57.72,Sat Nov  2 17:18:34 2019
bol,83.05,31.0,100.0,9.69,13.47,14.72,Sat Nov  2 17:18:35 2019
mutsamudu,83.05,31.0,100.0,9.69,13.47,14.72,Sat Nov  2 17:18:35 2019
tadine,74.98,60.0,59.0,19.04,-21.55,167.88,Sat Nov  2 17:18:35 2019
gaozhou,73.18,72.0,72.0,3.2,21.91,110.85,Sat Nov  2 17:18:35 2019
funtua,74.44,53.0,94.0,4.29,11.52,7.31,Sat Nov  2 17:18:35 2019
mehriz,53.6,37.0,0.0,6.93,31.58,54.44,Sat Nov  2 17:18:36 2019
sergeyevka,26.33,66.0,50.0,7.58,53.88,67.42,Sat Nov  2 17:18:36 2019
pailon,84.2,58.0,20.0,10.29,-17.66,-62.72,Sat Nov  2 17:18:36 2019
azimur,84.2,58.0,20.0,10.29,-17.66,-62.72,Sat Nov  2 17:18:36 2019
vertou,53.02,93.0,100.0,10.29,47.17,-1.47,Sat Nov  2 17:18:37 2019
hailey,37.96,38.0,5.0,4.7,43.52,-114.32,Sat Nov  2 17:18:37 2019
doha,76.93,61.0,0.0,6.93,25.29,51.53,Sat Nov  2 17:18:37 2019
ambovombe,63.55,83.0,67.0,5.1,-25.18,46.09,Sat Nov  2 17:18:37 2019
virginia beach,48.9,76.0,40.0,4.12,36.85,-75.98,Sat Nov  2 17:15:29 2019
quang ngai,78.17,85.0,100.0,19.22,15.12,108.8,Sat Nov  2 17:18:37 2019
port keats,87.22,63.0,84.0,12.26,-14.25,129.55,Sat Nov  2 17:18:38 2019
te kauwhata,70.72,77.0,9.0,13.87,-37.4,175.15,Sat Nov  2 17:18:38 2019
kalemie,68.85,56.0,19.0,2.28,-5.95,29.2,Sat Nov  2 17:18:38 2019
matsanga,68.85,56.0,19.0,2.28,-5.95,29.2,Sat Nov  2 17:18:38 2019
twin falls,50.65,23.0,1.0,3.36,42.57,-114.46,Sat Nov  2 17:18:39 2019
tabriz,42.8,70.0,75.0,16.11,38.08,46.29,Sat Nov  2 17:18:39 2019
fiumicino,60.19,88.0,40.0,14.99,41.77,12.23,Sat Nov  2 17:18:39 2019
cranbrook,40.23,48.0,75.0,2.24,49.51,-115.76,Sat Nov  2 17:18:39 2019
pasighat,64.8,68.0,0.0,2.17,28.06,95.33,Sat Nov  2 17:18:40 2019
wajima,57.2,82.0,75.0,6.93,37.4,136.9,Sat Nov  2 17:18:40 2019
geresk,57.2,82.0,75.0,6.93,37.4,136.9,Sat Nov  2 17:18:40 2019
takaka,70.57,71.0,0.0,5.99,-40.86,172.81,Sat Nov  2 17:18:40 2019
zhaotong,43.57,93.0,2.0,1.39,27.34,103.71,Sat Nov  2 17:18:40 2019
leca da palmeira,59.88,88.0,75.0,9.17,41.19,-8.7,Sat Nov  2 17:18:40 2019
xghajra,59.88,88.0,75.0,9.17,41.19,-8.7,Sat Nov  2 17:18:40 2019
nyakabindi,67.89,74.0,30.0,3.24,-2.63,33.98,Sat Nov  2 17:18:41 2019
nelson bay,85.48,35.0,21.0,5.82,-32.72,152.14,Sat Nov  2 17:18:41 2019
khorinsk,26.13,92.0,1.0,1.41,52.16,109.78,Sat Nov  2 17:18:41 2019
smolenka,45.3,86.0,100.0,10.4,54.15,22.76,Sat Nov  2 17:18:42 2019
sitges,63.57,88.0,20.0,9.17,41.24,1.82,Sat Nov  2 17:18:42 2019
manggar,83.28,73.0,100.0,11.54,-2.88,108.27,Sat Nov  2 17:18:42 2019
margherita,66.2,88.0,0.0,1.39,27.29,95.67,Sat Nov  2 17:18:42 2019
